model,critical_length,minimal_number_of_queries,non_trivial_critical_pairs,non_trivial_deduced_critical_pairs
model43092.csv,11,7,4,2
model108454.csv,14,7,6,1
model24714.csv,15,8,8,2
model18055.csv,15,8,7,2
model89965.csv,17,7,8,4
model98306.csv,17,7,10,4
model123602.csv,18,8,12,5
model14884.csv,14,7,7,2
model93551.csv,16,6,7,3
model121873.csv,19,9,12,3
model106207.csv,14,7,6,1
model15452.csv,13,7,6,2
model117868.csv,16,9,9,2
model40246.csv,15,7,7,1
model36136.csv,11,6,4,1
model64797.csv,13,7,4,1
model119752.csv,17,6,10,4
model77787.csv,12,7,6,2
model31849.csv,16,12,9,1
model23050.csv,12,6,4,1
model121526.csv,18,6,11,5
model87485.csv,16,7,7,2
model18591.csv,14,6,6,2
model123841.csv,13,7,7,1
model70588.csv,15,6,7,3
model29950.csv,14,8,9,2
model92244.csv,13,7,5,1
model62917.csv,14,7,6,2
model71706.csv,16,6,8,3
model41299.csv,13,6,5,3
model28085.csv,11,6,4,1
model7618.csv,14,9,8,1
model99320.csv,14,6,6,1
model97432.csv,13,7,5,2
model7571.csv,12,7,6,1
model25538.csv,12,7,6,1
model109105.csv,17,7,9,2
model37603.csv,14,7,7,1
model110687.csv,15,6,7,3
model75344.csv,20,7,11,5
model13843.csv,14,6,6,3
model89117.csv,15,10,7,2
model56729.csv,15,9,8,1
model104263.csv,16,7,8,4
model55775.csv,12,7,5,1
model1981.csv,12,8,5,1
model16404.csv,14,6,6,3
model55630.csv,12,6,5,1
model17588.csv,13,7,6,1
model55859.csv,16,9,9,2
model73220.csv,14,7,5,2
model53304.csv,14,8,6,2
model118486.csv,15,6,8,3
model95036.csv,18,6,9,4
model97189.csv,16,7,8,2
model45838.csv,16,10,8,1
model92977.csv,15,7,6,2
model92358.csv,17,8,8,2
model123331.csv,14,7,8,2
model7611.csv,13,7,7,1
model53822.csv,12,6,4,1
model16232.csv,13,6,5,1
model94930.csv,18,6,9,3
model118918.csv,13,6,6,1
model99504.csv,16,6,8,4
model109195.csv,15,7,7,2
model49235.csv,16,8,8,2
model109693.csv,15,9,7,1
model31726.csv,15,7,8,2
model98676.csv,12,7,4,1
model10060.csv,12,7,5,2
model26891.csv,12,7,6,1
model97545.csv,18,7,10,4
model91460.csv,15,8,6,2
model84558.csv,15,9,8,1
model65807.csv,16,8,7,1
model7338.csv,13,7,6,1
model42747.csv,15,8,7,1
model2006.csv,13,8,6,2
model9015.csv,12,7,5,1
model66568.csv,15,7,6,2
model97619.csv,20,9,12,4
model83501.csv,16,7,8,3
model78259.csv,14,8,7,2
model41825.csv,13,6,6,1
model107061.csv,16,8,9,2
model50940.csv,13,7,6,1
model106137.csv,12,6,4,1
model54596.csv,18,8,10,4
model13749.csv,12,8,4,1
model111690.csv,18,7,10,5
model42778.csv,14,7,7,2
model76464.csv,15,7,6,1
model109773.csv,19,7,11,4
model94554.csv,14,8,5,1
model88606.csv,17,7,9,3
model102525.csv,14,7,6,1
model122866.csv,15,7,9,2
model13226.csv,14,6,6,2
model108715.csv,15,7,7,2
model48326.csv,14,7,6,3
model79977.csv,14,7,6,2
model87191.csv,14,8,5,1
model108323.csv,17,8,9,3
model11288.csv,10,7,4,1
model26680.csv,12,9,6,1
model72314.csv,15,6,7,3
model19108.csv,14,8,6,2
model122966.csv,13,6,7,2
model68297.csv,14,6,5,1
model97358.csv,13,6,6,2
model45790.csv,15,9,7,1
model72989.csv,17,6,8,4
model70856.csv,15,7,7,2
model16610.csv,14,7,6,2
model109642.csv,18,8,10,3
model25290.csv,13,7,7,2
model86716.csv,15,6,6,2
model107908.csv,17,6,9,4
model70101.csv,14,6,7,3
model25106.csv,13,8,6,1
model90362.csv,17,6,8,4
model74554.csv,16,8,7,2
model35456.csv,12,6,5,1
model72569.csv,15,7,6,3
model108965.csv,14,7,6,1
model66504.csv,14,6,5,2
model70411.csv,13,6,5,1
model54773.csv,15,7,8,2
model37399.csv,16,7,9,4
model85411.csv,13,6,4,2
model83604.csv,14,6,6,2
model33497.csv,14,8,8,1
model122743.csv,16,7,10,3
model14743.csv,15,8,7,1
model36381.csv,13,6,6,1
model30720.csv,13,8,7,2
model9068.csv,13,6,6,1
model108873.csv,16,7,8,2
model76831.csv,18,8,9,3
model98825.csv,13,7,6,2
model114869.csv,13,7,6,1
model40555.csv,13,7,6,1
model71428.csv,15,8,8,1
model19736.csv,11,6,4,1
model121178.csv,18,8,11,4
model61212.csv,15,6,7,2
model74183.csv,15,7,7,2
model48406.csv,15,6,7,2
model40815.csv,13,6,5,2
model84419.csv,14,6,7,2
model54980.csv,16,8,9,3
model92676.csv,15,6,6,2
model96832.csv,15,6,7,3
model99125.csv,13,7,5,2
model16034.csv,15,7,7,3
model16054.csv,14,8,6,1
model72032.csv,13,7,4,2
model35109.csv,14,7,9,3
model47627.csv,11,7,3,2
model99658.csv,14,7,7,2
model71194.csv,15,7,8,1
model14548.csv,17,9,9,3
model81405.csv,14,6,6,3
model98767.csv,14,8,6,2
model71763.csv,13,8,4,1
model49573.csv,14,8,6,1
model118991.csv,13,6,6,2
model16919.csv,12,9,5,1
model10315.csv,14,7,7,1
model46754.csv,17,8,9,3
model66162.csv,14,8,5,1
model23355.csv,16,8,8,1
model35092.csv,14,9,9,1
model26593.csv,16,10,10,2
model101077.csv,15,8,7,1
model78756.csv,12,6,5,3
model101068.csv,14,6,6,2
model51854.csv,16,9,9,1
model22015.csv,13,6,6,2
model108308.csv,14,6,6,2
model110491.csv,14,8,6,1
model19667.csv,11,6,4,2
model71623.csv,13,7,5,1
model85064.csv,16,9,7,3
model50029.csv,17,7,9,4
model54451.csv,14,7,6,1
model52241.csv,16,6,8,3
model1011.csv,9,6,4,1
model98314.csv,16,6,9,4
model32899.csv,15,10,9,1
model53114.csv,16,10,8,1
model22429.csv,15,8,8,3
model86344.csv,16,8,7,1
model60485.csv,11,6,4,1
model69951.csv,12,7,5,1
model10421.csv,11,6,4,1
model51572.csv,16,9,10,2
model20395.csv,15,6,7,3
model77063.csv,14,6,5,1
model62615.csv,14,8,6,1
model83368.csv,14,6,6,1
model80350.csv,13,6,5,2
model58218.csv,15,8,9,1
model47766.csv,16,7,8,2
model27493.csv,13,8,8,1
model99213.csv,15,6,7,4
model7174.csv,13,7,6,1
model22708.csv,15,8,7,3
model64214.csv,13,6,6,1
model48562.csv,12,7,5,1
model56515.csv,11,6,4,1
model77905.csv,14,8,7,3
model44163.csv,16,7,8,2
model45947.csv,14,7,6,2
model118536.csv,14,6,7,2
model53670.csv,17,7,9,2
model121757.csv,16,6,9,3
model31880.csv,14,6,7,3
model116237.csv,15,8,8,2
model118865.csv,11,6,5,1
model111923.csv,17,8,9,2
model46098.csv,15,8,7,2
model32342.csv,13,8,6,1
model70049.csv,13,6,5,2
model78237.csv,13,8,6,2
model46899.csv,13,6,5,1
model69764.csv,15,7,7,1
model30477.csv,13,6,6,2
model88761.csv,12,7,4,1
model119918.csv,16,8,9,3
model122337.csv,15,8,9,1
model63131.csv,14,7,6,2
model83579.csv,14,7,7,2
model19865.csv,13,6,6,3
model11972.csv,15,9,7,1
model121126.csv,17,6,10,4
model26532.csv,14,8,7,1
model24013.csv,12,7,5,1
model77280.csv,16,6,7,2
model56352.csv,16,7,9,2
model119434.csv,14,7,7,2
model99201.csv,13,7,5,1
model31539.csv,15,8,8,2
model45198.csv,15,8,8,2
model106972.csv,17,7,10,4
model32373.csv,14,8,7,1
model62365.csv,16,7,8,2
model123885.csv,15,7,9,2
model104675.csv,12,7,5,1
model10516.csv,13,6,6,1
model23956.csv,14,7,6,1
model46378.csv,13,7,5,2
model81228.csv,14,7,7,1
model2717.csv,12,7,6,1
model53221.csv,15,7,7,3
model120323.csv,16,7,9,4
model82582.csv,16,6,8,3
model61214.csv,16,7,8,3
model77299.csv,14,7,6,1
model79679.csv,16,9,8,3
model76594.csv,15,6,6,2
model78678.csv,12,7,5,1
model18180.csv,11,7,4,1
model77270.csv,16,6,7,3
model95332.csv,20,7,12,6
model8279.csv,13,8,7,2
model115971.csv,14,7,7,3
model49726.csv,14,6,6,2
model76549.csv,16,7,7,1
model91505.csv,14,7,5,1
model51809.csv,14,8,7,1
model82074.csv,16,7,8,2
model57396.csv,13,7,6,2
model121179.csv,18,8,11,3
model6844.csv,13,6,7,3
model73288.csv,14,6,5,3
model93873.csv,13,7,5,1
model48354.csv,13,7,5,1
model42199.csv,15,8,7,1
model99564.csv,18,11,10,1
model6424.csv,12,6,5,1
model15976.csv,14,6,6,2
model21138.csv,17,11,10,2
model112737.csv,12,7,5,1
model1025.csv,11,7,5,1
model33295.csv,9,6,4,1
model123644.csv,15,6,9,3
model44893.csv,12,6,5,2
model108776.csv,15,7,7,2
model107779.csv,16,6,8,2
model8388.csv,11,7,5,1
model74117.csv,17,6,8,3
model43169.csv,14,6,7,2
model50886.csv,14,7,7,2
model13517.csv,16,9,8,2
model29602.csv,12,6,6,2
model34544.csv,12,7,6,1
model90438.csv,14,8,5,1
model25121.csv,12,6,6,2
model75091.csv,15,7,6,2
model107610.csv,16,7,8,3
model7692.csv,14,8,8,2
model64769.csv,14,7,5,2
model114364.csv,20,8,12,4
model32429.csv,11,6,5,2
model68814.csv,16,7,7,1
model113679.csv,17,7,9,2
model118268.csv,13,6,6,2
model36803.csv,13,8,6,1
model73047.csv,16,6,7,3
model116756.csv,14,6,7,2
model50516.csv,12,7,5,1
model11334.csv,12,6,5,3
model97288.csv,16,8,8,2
model46816.csv,13,6,5,2
model56798.csv,14,7,7,2
model32390.csv,13,7,6,2
model51296.csv,15,8,8,2
model56793.csv,13,6,6,2
model8518.csv,13,8,8,1
model109952.csv,14,6,7,2
model97902.csv,17,7,9,2
model121229.csv,15,7,8,2
model64870.csv,15,8,6,1
model55050.csv,14,6,7,2
model3696.csv,11,6,5,1
model109601.csv,18,6,10,4
model105151.csv,15,6,7,3
model103371.csv,16,6,8,3
model20966.csv,16,7,8,4
model154.csv,10,6,4,1
model29519.csv,13,8,7,2
model74290.csv,13,6,5,2
model77191.csv,20,7,11,5
model92850.csv,16,7,7,3
model93347.csv,15,7,6,1
model7030.csv,14,9,7,1
model122009.csv,17,6,10,4
model111878.csv,16,8,8,2
model17589.csv,13,7,6,2
model88996.csv,14,7,6,2
model32481.csv,14,6,8,4
model4544.csv,13,8,6,1
model78719.csv,13,7,5,1
model121882.csv,19,8,12,4
model75196.csv,17,6,8,3
model6054.csv,12,6,5,2
model6136.csv,14,7,7,3
model91308.csv,14,7,5,1
model57540.csv,17,6,10,4
model114023.csv,16,7,8,3
model73711.csv,13,7,4,1
model20391.csv,16,6,8,2
model117576.csv,13,7,6,2
model65190.csv,13,7,4,1
model64689.csv,13,7,5,1
model9104.csv,12,6,5,1
model43003.csv,16,8,8,1
model34140.csv,14,8,9,2
model43693.csv,15,8,7,1
model103260.csv,13,6,5,2
model26448.csv,14,7,7,2
model20241.csv,13,6,5,2
model65683.csv,15,7,6,2
model57681.csv,16,7,9,3
model72420.csv,15,6,6,3
model28086.csv,11,6,4,1
model102200.csv,14,6,7,3
model29711.csv,11,6,5,2
model91550.csv,15,7,6,2
model96344.csv,15,7,7,2
model55106.csv,15,6,8,2
model94616.csv,15,7,6,1
model19925.csv,14,8,7,1
model111124.csv,18,8,10,3
model70641.csv,16,6,8,3
model64186.csv,14,6,7,1
model25049.csv,12,7,6,2
model115211.csv,14,7,7,2
model11315.csv,12,6,5,1
model106007.csv,15,7,7,1
model97624.csv,18,9,10,3
model91390.csv,15,7,6,1
model83645.csv,16,7,8,2
model113423.csv,17,6,9,3
model33769.csv,13,7,7,3
model95437.csv,16,7,8,3
model20229.csv,16,6,8,5
model39646.csv,13,6,6,1
model98733.csv,16,9,8,1
model40720.csv,17,6,9,4
model29235.csv,15,7,8,3
model68522.csv,16,7,7,2
model9095.csv,13,7,6,1
model21485.csv,15,7,7,3
model38422.csv,13,7,6,2
model70385.csv,13,6,5,1
model48259.csv,14,7,6,2
model38815.csv,14,7,7,2
model90381.csv,15,9,7,1
model39989.csv,16,7,8,4
model100416.csv,17,7,9,4
model78577.csv,14,7,6,2
model33819.csv,15,7,9,2
model104251.csv,14,8,6,1
model102726.csv,13,7,5,1
model48888.csv,16,7,8,2
model4452.csv,11,6,4,2
model108173.csv,15,8,7,1
model44260.csv,14,7,6,1
model6775.csv,12,7,6,1
model102873.csv,11,6,4,2
model108810.csv,15,8,7,2
model113441.csv,17,7,9,3
model111752.csv,15,7,7,2
model84271.csv,17,7,9,3
model57237.csv,15,8,8,1
model104180.csv,13,7,5,2
model71049.csv,16,7,8,2
model23657.csv,14,9,7,1
model76293.csv,15,6,6,1
model72119.csv,16,9,7,2
model23873.csv,14,8,6,1
model96695.csv,14,8,6,1
model92502.csv,16,10,7,1
model52922.csv,13,6,5,1
model43041.csv,14,7,6,2
model73543.csv,14,7,5,2
model80893.csv,16,9,9,2
model112708.csv,14,7,6,1
model81298.csv,13,7,6,1
model45124.csv,14,7,7,2
model34722.csv,11,6,6,1
model43058.csv,13,8,5,1
model116438.csv,17,8,10,3
model55583.csv,15,7,8,2
model54274.csv,14,6,6,2
model24678.csv,13,7,6,1
model97739.csv,16,7,8,2
model32634.csv,14,6,7,3
model8633.csv,14,9,8,1
model46358.csv,14,6,6,2
model46734.csv,14,8,7,2
model79105.csv,14,8,6,1
model103978.csv,14,8,6,1
model38361.csv,14,7,6,3
model109183.csv,15,6,7,2
model108701.csv,15,7,7,2
model103303.csv,16,8,8,2
model68329.csv,15,7,6,2
model110441.csv,18,7,10,4
model117741.csv,16,6,9,4
model72311.csv,15,7,7,2
model44191.csv,16,8,8,1
model102442.csv,14,8,6,1
model40921.csv,13,7,5,1
model897.csv,13,8,6,2
model69282.csv,11,7,3,1
model52778.csv,17,7,9,3
model54072.csv,15,8,7,1
model87462.csv,18,6,9,3
model3884.csv,12,7,7,1
model95031.csv,18,8,9,3
model79030.csv,14,7,7,2
model53654.csv,15,6,7,1
model114431.csv,16,6,8,4
model77914.csv,13,7,6,2
model66019.csv,13,6,4,1
model55774.csv,12,6,5,2
model100830.csv,14,7,6,1
model99538.csv,14,6,6,2
model121733.csv,17,8,10,3
model70137.csv,14,8,6,1
model90376.csv,13,7,5,1
model114312.csv,19,6,11,5
model57793.csv,14,7,7,3
model94729.csv,18,7,9,3
model117944.csv,11,6,5,1
model92072.csv,16,7,8,2
model107170.csv,17,9,10,1
model31425.csv,12,6,6,2
model110432.csv,16,9,8,1
model110337.csv,14,7,6,2
model39805.csv,15,7,7,2
model64346.csv,11,6,4,1
model9982.csv,10,6,4,1
model100963.csv,13,7,5,1
model71777.csv,14,7,5,2
model104541.csv,17,8,9,3
model81116.csv,13,8,7,1
model16154.csv,13,6,5,1
model48229.csv,12,6,5,2
model56271.csv,17,6,10,4
model49406.csv,14,6,6,1
model96277.csv,16,9,8,1
model19153.csv,15,7,7,2
model18884.csv,15,8,7,3
model32065.csv,11,7,5,1
model31653.csv,14,8,7,2
model71683.csv,15,7,7,2
model81897.csv,15,8,8,2
model120621.csv,15,9,8,1
model2111.csv,14,7,7,2
model99250.csv,13,7,6,2
model26873.csv,12,6,6,3
model69700.csv,14,6,6,3
model120313.csv,17,8,10,2
model56572.csv,11,6,5,1
model85631.csv,14,9,6,1
model54427.csv,13,7,6,2
model110961.csv,13,6,5,2
model68254.csv,16,7,7,2
model47336.csv,14,7,6,2
model72080.csv,16,8,7,2
model24161.csv,12,7,4,1
model73393.csv,15,6,6,3
model81217.csv,13,7,6,1
model92357.csv,17,6,8,4
model74515.csv,14,7,5,1
model11459.csv,12,7,4,2
model41112.csv,19,12,11,1
model54120.csv,17,8,9,2
model43155.csv,15,7,8,3
model69131.csv,14,7,6,2
model61928.csv,14,7,6,2
model90005.csv,15,6,6,3
model7228.csv,12,7,6,1
model116511.csv,15,7,8,1
model99427.csv,14,7,6,2
model123755.csv,14,7,8,1
model107298.csv,15,8,7,2
model39810.csv,16,6,8,4
model113738.csv,18,9,10,3
model122304.csv,15,8,9,1
model46806.csv,17,6,9,4
model120232.csv,15,6,8,4
model40072.csv,14,6,6,3
model124017.csv,13,6,7,2
model87817.csv,17,8,8,3
model28862.csv,12,6,5,1
model3543.csv,12,8,6,1
model47454.csv,16,8,8,2
model44538.csv,14,7,7,2
model72876.csv,15,7,6,1
model51430.csv,12,6,6,1
model2103.csv,13,7,6,1
model19906.csv,13,6,6,2
model6501.csv,12,8,5,1
model49965.csv,18,9,10,3
model112259.csv,15,6,7,3
model19464.csv,16,8,9,4
model80628.csv,13,7,5,1
model24547.csv,16,7,8,3
model51631.csv,12,6,5,1
model118009.csv,13,7,6,1
model32283.csv,12,6,5,2
model107085.csv,14,6,7,2
model90677.csv,16,7,7,2
model39627.csv,13,6,6,2
model79964.csv,14,7,6,2
model71443.csv,14,6,7,2
model25099.csv,14,8,7,2
model16931.csv,13,8,6,1
model45857.csv,10,6,3,1
model115235.csv,16,6,9,3
model61849.csv,13,7,5,1
model69112.csv,14,8,6,2
model95405.csv,20,12,12,1
model95355.csv,15,6,7,2
model93712.csv,15,8,6,2
model26450.csv,15,7,8,3
model74034.csv,18,6,9,4
model39698.csv,11,7,3,1
model68685.csv,15,6,6,1
model30535.csv,14,6,7,3
model50258.csv,16,8,8,2
model112192.csv,16,7,8,3
model75918.csv,15,8,6,2
model102965.csv,13,7,6,2
model78458.csv,12,6,4,2
model12049.csv,15,7,7,3
model106454.csv,15,6,7,2
model4581.csv,14,7,7,2
model7834.csv,13,8,7,1
model86701.csv,14,6,5,2
model25315.csv,14,7,7,2
model102587.csv,15,6,8,5
model77622.csv,18,7,10,3
model94623.csv,15,7,6,1
model21370.csv,15,9,7,2
model5505.csv,12,6,5,2
model84306.csv,17,6,9,3
model15397.csv,12,8,6,1
model104156.csv,13,6,5,2
model84056.csv,15,6,7,3
model72375.csv,14,7,5,2
model70722.csv,14,7,6,1
model18249.csv,16,11,8,1
model59019.csv,13,9,5,1
model103387.csv,16,6,8,4
model18623.csv,13,8,5,1
model52295.csv,16,7,8,3
model56800.csv,12,6,5,1
model72193.csv,14,7,6,2
model1985.csv,12,7,5,2
model93821.csv,16,9,7,1
model67117.csv,16,6,7,2
model59316.csv,13,8,5,1
model103757.csv,14,7,6,1
model116431.csv,18,8,11,4
model111881.csv,17,8,9,2
model72183.csv,15,8,7,2
model47258.csv,16,7,8,3
model93655.csv,15,6,6,2
model84149.csv,14,7,7,1
model72884.csv,16,7,7,2
model73642.csv,13,6,5,2
model56338.csv,16,9,9,1
model38221.csv,14,7,6,1
model69566.csv,16,9,8,1
model118560.csv,15,7,8,1
model109740.csv,17,8,9,2
model122982.csv,15,8,9,2
model64508.csv,13,7,4,1
model111618.csv,15,7,7,2
model92082.csv,16,8,8,1
model60779.csv,13,7,5,1
model73060.csv,16,8,7,1
model115461.csv,14,6,7,2
model19681.csv,13,7,7,2
model72531.csv,15,6,6,2
model38186.csv,13,8,5,1
model81795.csv,17,10,9,1
model114104.csv,18,7,10,4
model39438.csv,13,7,6,2
model103012.csv,15,7,7,2
model83390.csv,14,8,6,1
model39845.csv,14,7,6,1
model122119.csv,15,6,8,2
model37422.csv,13,6,6,1
model115023.csv,17,9,10,2
model64148.csv,14,6,7,2
model72579.csv,18,6,9,4
model84039.csv,16,8,8,1
model72551.csv,16,7,7,3
model75007.csv,15,6,6,3
model121697.csv,17,9,10,2
model21605.csv,17,8,9,4
model16639.csv,15,7,7,1
model18701.csv,11,7,4,2
model64939.csv,13,6,5,2
model95372.csv,17,8,9,2
model67890.csv,16,7,7,2
model105601.csv,16,7,8,2
model70579.csv,18,7,10,3
model90995.csv,16,6,7,3
model43866.csv,15,7,7,2
model56145.csv,13,6,6,2
model63990.csv,14,6,6,1
model91234.csv,14,8,5,1
model38263.csv,13,8,6,1
model84588.csv,16,6,9,3
model56745.csv,13,7,6,1
model57082.csv,14,7,7,2
model63255.csv,15,7,7,2
model93680.csv,17,7,8,3
model21409.csv,15,7,7,2
model105227.csv,15,8,7,1
model7470.csv,12,7,7,2
model103901.csv,15,6,7,2
model107889.csv,15,6,7,2
model117618.csv,13,6,6,1
model97119.csv,14,6,6,1
model71189.csv,15,7,8,2
model29132.csv,15,7,9,3
model99502.csv,18,7,10,5
model114250.csv,16,7,8,2
model56156.csv,14,6,7,2
model40859.csv,14,7,6,1
model95861.csv,13,8,5,1
model90413.csv,14,8,5,1
model121024.csv,17,7,10,4
model12349.csv,12,6,5,2
model104952.csv,15,6,7,3
model112030.csv,17,7,9,3
model67582.csv,15,7,6,2
model47885.csv,12,6,5,2
model29116.csv,17,8,11,4
model25664.csv,14,8,9,2
model65626.csv,14,7,5,1
model43217.csv,12,6,6,2
model19449.csv,16,7,9,4
model4486.csv,12,8,5,1
model87871.csv,14,8,5,1
model32576.csv,15,7,8,2
model37172.csv,17,9,10,2
model111479.csv,14,7,6,1
model20249.csv,15,7,7,2
model16979.csv,13,9,6,1
model74646.csv,16,8,7,2
model98805.csv,15,7,8,3
model105218.csv,17,8,9,3
model94063.csv,19,8,10,3
model63767.csv,13,6,5,1
model52195.csv,14,6,6,2
model69309.csv,12,6,4,2
model72495.csv,14,9,5,1
model34084.csv,12,7,7,1
model105972.csv,17,9,9,2
model80849.csv,13,7,6,1
model95993.csv,15,6,7,2
model70399.csv,14,6,6,2
model107651.csv,15,6,7,2
model102316.csv,13,8,5,1
model97769.csv,18,6,10,4
model75423.csv,18,8,10,3
model31107.csv,15,8,8,1
model7634.csv,13,6,8,3
model13182.csv,12,8,4,1
model117075.csv,13,6,6,1
model20387.csv,17,8,9,3
model86035.csv,18,6,9,4
model17827.csv,12,6,5,1
model59800.csv,13,8,5,1
model27450.csv,12,6,7,2
model93771.csv,17,8,8,2
model98799.csv,14,7,7,2
model72115.csv,17,10,8,1
model22355.csv,16,7,10,4
model102075.csv,15,7,7,2
model84362.csv,17,8,9,1
model110513.csv,14,6,6,3
model70195.csv,13,6,5,2
model91000.csv,17,8,8,1
model104186.csv,13,6,5,1
model46871.csv,12,6,4,2
model102610.csv,13,8,6,1
model73225.csv,13,8,4,1
model20631.csv,13,8,6,1
model20597.csv,12,7,4,2
model94738.csv,19,7,10,4
model2451.csv,13,7,7,1
model13386.csv,14,6,6,3
model87535.csv,16,7,8,3
model111325.csv,15,6,7,2
model88200.csv,16,7,7,1
model44428.csv,15,7,7,2
model90639.csv,13,6,4,2
model104527.csv,13,6,5,2
model71772.csv,11,8,3,1
model80536.csv,16,7,8,2
model29793.csv,12,5,7,3
model3358.csv,11,7,5,1
model85076.csv,16,7,7,4
model83004.csv,17,9,9,2
model123138.csv,13,6,7,3
model76235.csv,15,6,6,2
model39123.csv,14,6,6,1
model90187.csv,13,7,5,1
model42822.csv,12,8,4,1
model86286.csv,14,7,5,1
model12872.csv,14,7,7,2
model52755.csv,16,7,8,2
model98822.csv,12,7,5,2
model30420.csv,15,8,8,2
model108344.csv,17,8,9,3
model102731.csv,13,6,5,1
model62402.csv,14,7,6,1
model103310.csv,15,6,7,3
model21716.csv,16,8,8,2
model100344.csv,13,6,5,2
model96202.csv,15,7,7,2
model35558.csv,15,8,8,2
model109570.csv,17,8,9,2
model124033.csv,12,6,6,1
model32368.csv,13,7,6,1
model77323.csv,14,6,6,2
model31802.csv,13,6,6,2
model87749.csv,14,6,5,1
model8898.csv,12,7,6,1
model105924.csv,14,7,6,2
model105967.csv,18,12,10,1
model82366.csv,16,8,8,2
model37026.csv,12,8,6,1
model22796.csv,14,7,6,2
model82788.csv,17,9,9,2
model63299.csv,14,7,6,1
model86911.csv,15,6,6,2
model9797.csv,13,7,6,2
model78078.csv,15,7,8,3
model123089.csv,12,6,6,1
model5202.csv,13,7,6,2
model123136.csv,13,6,7,2
model108107.csv,14,7,6,1
model118462.csv,15,6,8,3
model27472.csv,10,5,5,1
model92444.csv,17,8,8,2
model34325.csv,12,8,6,1
model114958.csv,15,6,8,3
model11244.csv,14,7,6,1
model74017.csv,17,6,8,4
model4834.csv,11,8,5,1
model82803.csv,17,7,9,3
model51309.csv,15,8,8,2
model110546.csv,13,6,5,1
model82155.csv,16,8,8,2
model79227.csv,17,8,9,3
model37426.csv,14,7,7,1
model112133.csv,12,6,5,1
model93010.csv,15,7,6,1
model31291.csv,17,6,10,4
model51081.csv,15,7,8,3
model54896.csv,12,6,5,2
model61333.csv,12,7,5,1
model10384.csv,13,6,6,2
model67931.csv,17,6,8,4
model103167.csv,13,6,5,1
model49668.csv,14,7,6,2
model89842.csv,16,6,7,3
model33803.csv,13,7,7,3
model37498.csv,15,8,8,1
model69108.csv,13,7,5,1
model110566.csv,14,8,6,2
model91724.csv,11,7,3,1
model103868.csv,16,7,8,3
model108859.csv,15,6,7,3
model21715.csv,16,8,8,2
model134.csv,9,6,4,1
model113002.csv,15,6,7,2
model89418.csv,17,6,8,4
model10498.csv,12,6,5,1
model51204.csv,15,6,8,3
model85281.csv,17,9,8,2
model114330.csv,20,9,12,4
model41272.csv,12,6,5,2
model20243.csv,16,7,8,2
model5040.csv,14,7,7,2
model8490.csv,12,7,7,1
model110236.csv,14,8,6,1
model51866.csv,16,9,9,2
model39146.csv,16,7,8,4
model99847.csv,14,7,6,1
model29825.csv,12,6,7,2
model8091.csv,12,7,7,2
model120142.csv,19,7,12,5
model85028.csv,15,8,6,1
model59154.csv,12,7,5,2
model27882.csv,13,7,7,2
model65286.csv,16,6,7,3
model99179.csv,15,7,7,3
model54352.csv,14,8,6,1
model38376.csv,14,7,6,2
model118255.csv,14,8,7,1
model92684.csv,15,6,6,1
model123681.csv,14,6,8,2
model85483.csv,15,8,6,2
model15252.csv,11,6,5,2
model119802.csv,13,7,6,1
model93595.csv,15,6,6,2
model48580.csv,14,7,6,1
model12284.csv,14,6,6,1
model78031.csv,14,9,6,1
model3322.csv,9,6,3,1
model119537.csv,13,7,6,1
model93389.csv,17,6,8,2
model116964.csv,16,8,9,1
model19777.csv,13,7,6,1
model63584.csv,13,6,5,1
model26673.csv,10,7,4,1
model109769.csv,18,7,10,4
model15411.csv,15,6,8,5
model91507.csv,15,7,6,2
model123880.csv,16,7,10,3
model29872.csv,14,7,9,3
model121886.csv,18,10,11,2
model32716.csv,15,7,8,2
model123959.csv,15,6,9,3
model45313.csv,13,7,5,2
model15154.csv,12,7,5,1
model42881.csv,13,9,6,1
model23785.csv,16,6,8,3
model13508.csv,16,8,8,3
model19076.csv,17,9,9,2
model116019.csv,13,7,6,2
model114141.csv,18,6,10,5
model79157.csv,14,7,7,2
model96928.csv,14,8,6,1
model23152.csv,13,7,5,1
model19820.csv,16,8,9,4
model9815.csv,14,8,7,1
model119487.csv,13,6,6,2
model119128.csv,16,7,9,2
model58830.csv,11,7,3,1
model99143.csv,12,6,4,1
model97403.csv,14,7,6,1
model42843.csv,11,7,4,1
model71420.csv,17,6,10,4
model68173.csv,13,8,4,1
model110369.csv,16,8,8,2
model33514.csv,12,6,6,1
model84291.csv,17,9,9,2
model51283.csv,16,8,9,2
model110025.csv,15,6,8,4
model97708.csv,17,8,9,2
model79694.csv,16,6,8,2
model105432.csv,16,7,8,2
model30769.csv,15,6,8,4
model68111.csv,15,7,6,2
model103229.csv,12,7,4,1
model72449.csv,13,8,4,1
model96498.csv,15,6,7,2
model46461.csv,13,7,5,1
model80786.csv,12,7,5,1
model35131.csv,11,7,5,1
model37437.csv,15,7,8,1
model7896.csv,12,7,6,1
model86426.csv,19,10,10,1
model71232.csv,14,7,7,2
model53631.csv,16,6,8,3
model97000.csv,13,6,5,2
model79181.csv,15,7,8,2
model29765.csv,15,7,9,3
model64100.csv,12,6,5,1
model112189.csv,15,6,7,3
model4358.csv,13,7,6,2
model123288.csv,14,6,8,3
model84266.csv,16,6,8,3
model82728.csv,14,6,6,2
model39552.csv,11,6,4,1
