model,critical_length,minimal_number_of_queries,number_of_non_explainable,all_explainable_minimal_number_of_queries
model60611.csv,13,8,14,22
model91357.csv,13,7,6,13
model17078.csv,13,6,14,20
model110217.csv,14,8,6,14
model46851.csv,11,6,6,12
model52198.csv,14,8,11,19
model16924.csv,10,6,20,26
model60521.csv,15,7,13,20
model95435.csv,16,7,18,25
model86511.csv,13,6,16,22
model62558.csv,13,7,12,19
model82144.csv,17,8,14,22
model99183.csv,16,7,11,18
model76572.csv,16,6,17,23
model30349.csv,12,9,3,12
model17653.csv,12,7,13,20
model25374.csv,13,7,12,19
model2488.csv,14,8,15,23
model50859.csv,13,7,20,27
model96982.csv,14,7,8,15
model70837.csv,15,8,12,20
model103274.csv,13,7,9,16
model92381.csv,15,8,6,14
model81948.csv,17,7,16,23
model25754.csv,14,7,12,19
model109260.csv,12,6,8,14
model29728.csv,13,6,21,27
model82540.csv,14,7,14,21
model103267.csv,12,6,7,13
model6527.csv,13,8,13,21
model51979.csv,15,9,17,26
model73940.csv,16,7,6,13
model46838.csv,15,7,15,22
model71541.csv,13,9,13,22
model111591.csv,16,6,8,14
model3549.csv,12,7,17,24
model86247.csv,16,7,10,17
model65960.csv,13,6,13,19
model20156.csv,14,9,16,25
model90855.csv,15,6,17,23
model80174.csv,15,6,15,21
model33956.csv,14,7,21,28
model28896.csv,12,9,4,13
model100765.csv,13,7,10,17
model69197.csv,16,8,13,21
model52983.csv,14,7,15,22
model110332.csv,13,6,14,20
model29311.csv,12,7,18,25
model9643.csv,13,8,12,20
model75498.csv,12,7,5,12
model78295.csv,12,7,13,20
model6266.csv,14,8,13,21
model40640.csv,14,6,17,23
model32596.csv,15,9,19,28
model121516.csv,20,7,19,26
model72320.csv,15,8,9,17
model96852.csv,16,7,17,24
model31174.csv,13,7,7,14
model19811.csv,14,6,15,21
model109602.csv,19,8,15,23
model46415.csv,16,8,14,22
model55188.csv,12,8,6,14
model79780.csv,12,7,7,14
model78959.csv,14,7,6,13
model39415.csv,10,7,17,24
model36089.csv,12,9,6,15
model9909.csv,13,7,20,27
model36147.csv,13,7,19,26
model112464.csv,18,8,13,21
model33186.csv,11,7,8,15
model120415.csv,15,9,18,27
model91555.csv,16,10,16,26
model40557.csv,13,9,16,25
model16869.csv,11,6,13,19
model117276.csv,13,7,10,17
model85763.csv,15,7,8,15
model60947.csv,13,6,14,20
model55319.csv,13,6,18,24
model46202.csv,18,12,13,25
model76376.csv,15,6,13,19
model32900.csv,14,8,21,29
model110480.csv,17,8,11,19
model50470.csv,12,7,18,25
model118653.csv,13,7,19,26
model42918.csv,13,8,9,17
model84307.csv,17,7,16,23
model50397.csv,10,8,4,12
model104839.csv,12,7,6,13
model7890.csv,12,7,14,21
model103031.csv,16,7,11,18
model107167.csv,15,6,17,23
model23077.csv,15,7,17,24
model61023.csv,12,7,2,9
model4994.csv,13,8,17,25
model85278.csv,15,8,11,19
model102506.csv,16,7,11,18
model41307.csv,12,6,9,15
model29710.csv,11,7,19,26
model31231.csv,13,8,19,27
model72269.csv,15,7,12,19
model88778.csv,14,6,8,14
model113011.csv,17,8,12,20
model87685.csv,14,9,10,19
model121716.csv,16,9,18,27
model92321.csv,15,7,6,13
model16777.csv,14,6,13,19
model119069.csv,16,9,17,26
model12839.csv,15,12,13,25
model40037.csv,9,7,3,10
model1510.csv,9,6,0,6
model70028.csv,14,7,14,21
model31735.csv,17,7,21,28
model84129.csv,14,7,19,26
model89317.csv,16,10,8,18
model95487.csv,19,6,18,24
model115845.csv,15,6,10,16
model62570.csv,16,8,11,19
model97425.csv,14,7,20,27
model30868.csv,13,9,7,16
model58200.csv,13,7,19,26
model60992.csv,13,7,14,21
model38477.csv,13,8,9,17
model2732.csv,12,8,15,23
model86523.csv,11,7,2,9
model75565.csv,13,8,5,13
model113723.csv,19,10,15,25
model41973.csv,13,6,15,21
model65358.csv,13,7,9,16
model73067.csv,16,6,10,16
model83418.csv,12,6,18,24
model24295.csv,13,7,19,26
model76529.csv,17,8,14,22
model47116.csv,17,10,16,26
model68134.csv,14,8,15,23
model23613.csv,16,10,15,25
model51316.csv,14,8,20,28
model4877.csv,12,9,12,21
model109338.csv,13,8,15,23
model30883.csv,13,6,14,20
model63652.csv,14,8,17,25
model82294.csv,15,6,16,22
model40313.csv,16,7,16,23
model114623.csv,15,6,20,26
model100719.csv,12,6,7,13
model22960.csv,15,7,21,28
model4709.csv,14,7,13,20
model54002.csv,12,6,19,25
model82594.csv,14,6,15,21
model123866.csv,15,6,20,26
model103415.csv,18,6,12,18
model108268.csv,12,8,3,11
model16671.csv,16,7,14,21
model73667.csv,15,7,4,11
model71318.csv,13,7,13,20
model121223.csv,16,6,20,26
model64667.csv,13,8,7,15
model29854.csv,14,7,19,26
model101091.csv,16,10,14,24
model97766.csv,18,8,18,26
model105917.csv,16,7,14,21
model29441.csv,11,7,3,10
model45769.csv,17,8,12,20
model55840.csv,16,6,18,24
model113779.csv,19,6,18,24
model76105.csv,13,9,2,11
model22601.csv,15,10,16,26
model27584.csv,13,6,6,12
model67642.csv,14,6,4,10
model12699.csv,11,6,18,24
model119646.csv,15,7,20,27
model112338.csv,15,6,10,16
model46401.csv,15,7,13,20
model68391.csv,11,7,1,8
model25746.csv,12,7,13,20
model69103.csv,16,8,12,20
model27610.csv,13,7,15,22
model85804.csv,13,6,3,9
model9269.csv,13,7,14,21
model62425.csv,14,7,13,20
model59645.csv,12,6,2,8
model111955.csv,17,7,14,21
model54770.csv,15,7,20,27
model72524.csv,15,8,11,19
model13270.csv,12,6,16,22
model114410.csv,18,6,21,27
model81708.csv,13,7,18,25
model5749.csv,12,9,16,25
model45485.csv,15,6,13,19
model115300.csv,15,8,17,25
model109905.csv,13,7,18,25
model4404.csv,14,7,16,23
model41553.csv,14,8,16,24
model33899.csv,15,6,23,29
model105856.csv,13,8,10,18
model42051.csv,14,6,16,22
model66670.csv,13,7,14,21
model15564.csv,12,7,20,27
model121172.csv,16,6,21,27
model114833.csv,15,6,21,27
model4059.csv,12,9,17,26
model71487.csv,15,9,12,21
model99786.csv,13,8,3,11
model7158.csv,12,6,20,26
model41563.csv,16,6,17,23
model29000.csv,15,7,19,26
model96242.csv,16,9,13,22
model61549.csv,11,7,16,23
model97584.csv,19,7,18,25
model56586.csv,8,6,4,10
model37982.csv,11,6,9,15
model52749.csv,17,7,16,23
model95360.csv,15,7,19,26
model39267.csv,12,7,2,9
model108691.csv,15,6,15,21
model41389.csv,13,6,15,21
model8412.csv,11,7,20,27
model123563.csv,16,6,20,26
model27308.csv,13,9,13,22
model120664.csv,16,7,19,26
model5051.csv,16,11,13,24
model21301.csv,15,8,6,14
model14633.csv,13,7,7,14
model43873.csv,14,6,12,18
model13915.csv,13,8,19,27
model83949.csv,15,6,20,26
model71754.csv,13,7,2,9
model11026.csv,12,7,11,18
model64936.csv,12,6,12,18
model64502.csv,12,8,9,17
model90670.csv,14,7,11,18
model1311.csv,11,6,11,17
model27128.csv,13,7,16,23
model64731.csv,13,8,10,18
model66259.csv,17,9,7,16
model30052.csv,15,9,18,27
model43176.csv,14,7,9,16
model34606.csv,13,8,21,29
model32333.csv,13,8,19,27
model38377.csv,14,6,12,18
model20996.csv,18,12,12,24
model103844.csv,15,7,13,20
model124161.csv,15,8,18,26
model92503.csv,16,7,12,19
model19707.csv,12,6,16,22
model73684.csv,16,8,11,19
model67471.csv,16,8,13,21
model6236.csv,13,9,11,20
model17166.csv,13,7,19,26
model99979.csv,14,7,12,19
model11697.csv,13,8,13,21
model117631.csv,15,7,6,13
model105024.csv,15,6,16,22
model24978.csv,10,7,2,9
model122236.csv,15,7,19,26
model44247.csv,12,6,6,12
model113154.csv,14,6,20,26
model4397.csv,13,8,15,23
model39808.csv,16,8,11,19
model97914.csv,15,7,20,27
model55203.csv,13,8,5,13
model2147.csv,12,8,15,23
model40013.csv,16,7,12,19
model48855.csv,13,8,8,16
model120052.csv,17,9,17,26
model114155.csv,19,6,19,25
model75404.csv,15,8,15,23
model53032.csv,16,8,16,24
model52449.csv,15,7,11,18
model6241.csv,13,7,15,22
model18683.csv,13,10,2,12
model51062.csv,15,7,19,26
model113585.csv,14,7,19,26
model95526.csv,17,7,18,25
model84193.csv,17,8,15,23
model118495.csv,14,7,17,24
model19854.csv,13,7,14,21
model102205.csv,15,7,10,17
model15079.csv,9,7,3,10
model53741.csv,11,6,8,14
model25643.csv,14,9,9,18
model47160.csv,14,7,18,25
model4742.csv,12,7,14,21
model54909.csv,12,6,8,14
model35462.csv,11,6,8,14
model86807.csv,16,6,13,19
model63140.csv,14,7,14,21
model45163.csv,12,8,18,26
model30250.csv,12,7,19,26
model95778.csv,16,7,18,25
model82512.csv,15,8,6,14
model85493.csv,12,6,2,8
model110384.csv,14,8,4,12
model55450.csv,14,8,15,23
model42482.csv,15,7,9,16
model62775.csv,11,6,15,21
model67545.csv,13,6,6,12
model22853.csv,14,6,13,19
model63132.csv,14,8,13,21
model92034.csv,15,6,19,25
model69738.csv,15,8,14,22
model99591.csv,15,6,13,19
model108241.csv,14,6,8,14
model73240.csv,14,6,15,21
model75208.csv,15,6,17,23
model121761.csv,18,6,20,26
model43606.csv,14,6,10,16
model18706.csv,14,10,7,17
model17507.csv,14,7,15,22
model23705.csv,13,7,18,25
model95318.csv,18,7,18,25
model67134.csv,15,8,12,20
model14004.csv,15,7,13,20
model93275.csv,15,6,16,22
model36062.csv,14,7,18,25
model45244.csv,14,7,16,23
model49193.csv,18,6,20,26
model112776.csv,13,6,13,19
model103362.csv,15,8,11,19
model71121.csv,15,8,13,21
model115107.csv,18,7,19,26
model41036.csv,14,7,17,24
model35454.csv,12,7,7,14
model31453.csv,16,7,20,27
model54320.csv,17,8,19,27
model60441.csv,13,6,10,16
model88335.csv,13,6,17,23
model16228.csv,12,7,15,22
model41097.csv,18,7,17,24
model118844.csv,14,7,19,26
model108484.csv,15,6,6,12
model57177.csv,13,7,22,29
model65100.csv,14,8,10,18
model111755.csv,17,10,10,20
model21489.csv,15,7,16,23
model86430.csv,14,7,14,21
model77528.csv,17,7,13,20
model4817.csv,11,9,1,10
model97774.csv,17,6,20,26
model46026.csv,15,7,18,25
model15568.csv,14,8,17,25
model51178.csv,12,7,21,28
model97106.csv,12,6,18,24
model111264.csv,16,10,14,24
model21235.csv,12,7,7,14
model109384.csv,14,6,17,23
model87740.csv,13,7,14,21
model44913.csv,11,6,15,21
model60216.csv,12,6,14,20
model81716.csv,15,8,16,24
model20787.csv,16,6,14,20
model107125.csv,15,7,17,24
model90587.csv,18,6,14,20
model34951.csv,14,8,20,28
model62698.csv,14,6,17,23
model123505.csv,17,6,20,26
model71035.csv,16,8,12,20
model75687.csv,15,10,3,13
model118220.csv,13,7,7,14
model3112.csv,14,8,16,24
model104980.csv,15,8,12,20
model122417.csv,14,7,19,26
model65736.csv,14,7,9,16
model9761.csv,13,9,13,22
model108040.csv,19,11,11,22
model120196.csv,15,6,20,26
model36003.csv,12,8,12,20
model47285.csv,18,7,16,23
model62579.csv,14,8,12,20
model19634.csv,14,7,15,22
model10168.csv,14,12,12,24
model47275.csv,15,6,18,24
model81962.csv,15,6,19,25
model101026.csv,15,7,15,22
model111774.csv,13,6,3,9
model13265.csv,14,6,17,23
model189.csv,11,6,13,19
model32151.csv,12,9,7,16
model92062.csv,16,8,17,25
model80354.csv,13,7,7,14
model113.csv,12,9,8,17
model74619.csv,17,6,15,21
model58434.csv,15,7,19,26
model11005.csv,12,7,12,19
model87861.csv,12,7,2,9
model109856.csv,13,6,19,25
model45351.csv,16,10,10,20
model43486.csv,16,7,11,18
model89516.csv,17,10,9,19
model47096.csv,15,6,18,24
model88953.csv,14,10,9,19
model20030.csv,14,7,16,23
model115165.csv,15,8,18,26
model100821.csv,14,9,13,22
model12532.csv,16,6,16,22
model11111.csv,11,8,2,10
model105696.csv,15,6,15,21
model17608.csv,13,7,14,21
model10576.csv,11,7,19,26
model90938.csv,20,10,12,22
model16007.csv,14,6,16,22
model114984.csv,17,8,17,25
model109366.csv,14,6,16,22
model88092.csv,12,6,16,22
model5217.csv,13,8,13,21
model42782.csv,12,8,10,18
model61977.csv,13,9,14,23
model61875.csv,13,7,15,22
model91347.csv,13,6,18,24
model58058.csv,15,8,18,26
model40268.csv,14,7,19,26
model112633.csv,15,7,16,23
model12320.csv,14,8,10,18
model120069.csv,19,6,20,26
model29190.csv,16,9,17,26
model17232.csv,12,7,5,12
model27531.csv,11,7,17,24
model81992.csv,17,7,17,24
model44107.csv,15,9,12,21
model38157.csv,14,7,8,15
model52150.csv,13,7,18,25
model91827.csv,14,9,15,24
model22713.csv,15,6,16,22
model90194.csv,12,6,3,9
model58864.csv,11,8,10,18
model32695.csv,17,11,17,28
model31603.csv,15,9,18,27
model69421.csv,15,6,5,11
model24744.csv,8,6,2,8
model29306.csv,14,6,18,24
model30255.csv,13,6,18,24
model37691.csv,11,6,23,29
model67050.csv,16,7,14,21
model6088.csv,10,7,15,22
model42785.csv,13,6,10,16
model115229.csv,15,7,19,26
model50135.csv,18,9,18,27
model73795.csv,15,7,16,23
model59004.csv,11,7,12,19
model585.csv,12,9,11,20
model756.csv,10,7,11,18
model119381.csv,14,8,19,27
model50740.csv,13,7,20,27
model45428.csv,13,7,16,23
model95698.csv,16,10,17,27
model59114.csv,7,6,0,6
model108203.csv,12,7,4,11
model43300.csv,14,8,13,21
model32184.csv,10,6,18,24
model71927.csv,15,8,8,16
model74792.csv,17,6,15,21
model46824.csv,14,6,16,22
model62220.csv,13,7,1,8
model107165.csv,16,8,15,23
model57451.csv,13,7,19,26
model27667.csv,15,7,15,22
model84865.csv,13,6,8,14
model73724.csv,17,6,14,20
model12068.csv,13,8,15,23
model120968.csv,16,7,20,27
model4600.csv,13,7,15,22
model25002.csv,10,7,5,12
model43887.csv,13,7,12,19
model4887.csv,13,9,13,22
model30182.csv,10,5,21,26
model4804.csv,12,8,15,23
model93095.csv,18,6,15,21
model42632.csv,12,7,9,16
model46805.csv,15,7,15,22
model92620.csv,15,6,15,21
model114644.csv,16,7,19,26
model93027.csv,17,8,15,23
model110266.csv,15,6,12,18
model46683.csv,15,6,8,14
model121394.csv,18,7,20,27
model9845.csv,14,6,15,21
model27729.csv,11,6,16,22
model35742.csv,14,9,18,27
model49929.csv,14,7,21,28
model108790.csv,13,8,5,13
model50655.csv,14,9,16,25
model38074.csv,12,6,10,16
model80386.csv,11,7,16,23
model96841.csv,16,6,17,23
model43487.csv,15,7,11,18
model64343.csv,12,7,10,17
model26395.csv,11,6,13,19
model69710.csv,15,7,13,20
model69041.csv,16,7,14,21
model76342.csv,15,7,5,12
model39210.csv,14,6,15,21
model84387.csv,16,7,16,23
model99543.csv,15,7,12,19
model31262.csv,15,6,20,26
model59832.csv,12,7,12,19
model53203.csv,12,8,6,14
model32299.csv,12,8,14,22
model90711.csv,14,6,6,12
model102118.csv,16,7,10,17
model108132.csv,14,6,17,23
model40679.csv,14,6,5,11
model72194.csv,13,6,11,17
model111150.csv,15,6,17,23
model21518.csv,14,6,20,26
model44373.csv,15,10,14,24
model90954.csv,17,8,16,24
model114366.csv,20,6,19,25
model81628.csv,16,9,12,21
model27773.csv,11,6,13,19
model10877.csv,9,8,0,8
model115788.csv,12,7,3,10
model5591.csv,13,7,14,21
model78418.csv,11,7,2,9
model40893.csv,16,7,15,22
model103759.csv,14,7,12,19
model1066.csv,12,7,11,18
model111574.csv,15,6,8,14
model1312.csv,11,7,10,17
model116188.csv,13,7,10,17
model26052.csv,11,7,5,12
model6732.csv,14,8,20,28
model2918.csv,10,6,15,21
model97518.csv,19,6,19,25
model82069.csv,16,7,15,22
model77764.csv,13,6,11,17
model48673.csv,13,7,17,24
model80374.csv,14,9,13,22
model105101.csv,13,6,17,23
model17924.csv,13,6,9,15
model45391.csv,15,8,15,23
model25524.csv,9,6,9,15
model16066.csv,14,6,18,24
model97212.csv,16,6,17,23
model49032.csv,17,7,19,26
model4822.csv,12,7,4,11
model71336.csv,15,6,13,19
model74957.csv,15,8,15,23
model51394.csv,10,6,24,30
model78324.csv,11,6,13,19
model55703.csv,12,7,7,14
model94596.csv,14,6,16,22
model58377.csv,14,7,20,27
model100785.csv,12,6,13,19
model20223.csv,16,6,14,20
model100670.csv,13,8,5,13
model88508.csv,17,7,13,20
model9537.csv,11,8,15,23
model50659.csv,14,6,18,24
model22385.csv,15,10,18,28
model114832.csv,15,7,19,26
model46518.csv,17,6,15,21
model3856.csv,12,7,16,23
model114231.csv,17,6,20,26
model109255.csv,11,7,5,12
model30446.csv,13,6,18,24
model38030.csv,13,7,9,16
model98002.csv,15,7,18,25
model107446.csv,15,6,14,20
model77086.csv,15,6,16,22
model82087.csv,15,7,16,23
model50057.csv,17,8,20,28
model36995.csv,13,6,20,26
model10019.csv,10,6,2,8
model42633.csv,12,8,9,17
model96128.csv,15,6,12,18
model38111.csv,11,8,3,11
model78483.csv,14,8,13,21
model102981.csv,16,10,9,19
model18845.csv,14,8,13,21
model96588.csv,13,6,7,13
model68789.csv,14,7,14,21
model64169.csv,14,8,13,21
model47022.csv,15,7,16,23
model88401.csv,18,7,14,21
model64278.csv,13,6,13,19
model20068.csv,12,7,4,11
model71210.csv,16,7,13,20
model10873.csv,11,7,7,14
model82361.csv,15,8,14,22
model26060.csv,11,8,10,18
model2164.csv,14,10,14,24
model78949.csv,13,7,7,14
model61371.csv,12,9,13,22
model3832.csv,10,7,14,21
model94746.csv,16,6,18,24
model64285.csv,8,7,0,7
model109755.csv,18,7,17,24
model86564.csv,15,7,8,15
model102180.csv,14,6,11,17
model21359.csv,17,9,13,22
model122360.csv,15,8,18,26
model13686.csv,12,7,21,28
model62960.csv,14,6,3,9
model37897.csv,13,6,19,25
model120691.csv,20,7,19,26
model4914.csv,14,9,12,21
model49071.csv,16,6,20,26
model19477.csv,12,6,17,23
model20968.csv,16,7,16,23
model87762.csv,13,9,2,11
model123039.csv,14,6,21,27
model28953.csv,14,6,17,23
model55974.csv,15,7,17,24
model26248.csv,12,8,13,21
model121210.csv,17,6,20,26
model70114.csv,14,6,15,21
model90172.csv,16,8,13,21
model77923.csv,13,7,11,18
model25831.csv,13,7,12,19
model78958.csv,14,6,6,12
model116307.csv,13,7,12,19
model17456.csv,13,8,17,25
model92814.csv,13,6,15,21
model70819.csv,16,7,14,21
model89793.csv,16,7,12,19
model104143.csv,11,8,3,11
model64499.csv,12,8,9,17
model46348.csv,13,6,7,13
model117414.csv,13,10,4,14
model107912.csv,17,6,16,22
model20981.csv,16,10,13,23
model42391.csv,10,6,10,16
model2311.csv,10,7,4,11
model47675.csv,15,8,13,21
model58521.csv,7,6,0,6
model120612.csv,16,6,20,26
model108767.csv,15,8,10,18
model89451.csv,14,9,4,13
model2762.csv,12,7,16,23
model2977.csv,12,7,13,20
model17663.csv,12,7,14,21
model6243.csv,14,10,11,21
model104516.csv,15,8,13,21
model85152.csv,16,7,9,16
model5161.csv,12,8,13,21
model36310.csv,14,7,20,27
model6877.csv,13,10,12,22
model28098.csv,13,8,14,22
model78866.csv,13,6,15,21
model75138.csv,17,7,16,23
model77251.csv,16,6,16,22
model64696.csv,11,7,1,8
model70267.csv,15,8,13,21
model49121.csv,14,8,20,28
model1079.csv,11,7,10,17
model28700.csv,15,6,17,23
model70814.csv,16,6,14,20
model112523.csv,14,6,17,23
model8585.csv,11,7,19,26
model122972.csv,15,7,19,26
model69030.csv,17,6,13,19
model33576.csv,11,6,21,27
model31057.csv,11,6,14,20
model59033.csv,13,7,12,19
model102859.csv,11,6,1,7
model13248.csv,14,8,14,22
model2556.csv,12,6,15,21
model63472.csv,15,10,10,20
model122588.csv,16,7,19,26
model73376.csv,16,8,12,20
model111092.csv,16,7,15,22
model8197.csv,13,7,13,20
model86967.csv,13,8,3,11
model29845.csv,14,7,19,26
model70916.csv,15,6,15,21
model7178.csv,12,6,20,26
model57122.csv,12,6,22,28
model7352.csv,11,7,17,24
model99052.csv,11,6,4,10
model85940.csv,18,8,9,17
model85356.csv,14,7,4,11
model80170.csv,15,7,15,22
model49676.csv,14,7,17,24
model48534.csv,14,7,19,26
model34489.csv,14,8,20,28
model74624.csv,16,6,16,22
model39202.csv,16,7,13,20
model114794.csv,16,6,19,25
model6031.csv,9,6,16,22
model111144.csv,18,9,13,22
model77032.csv,18,6,15,21
model123612.csv,19,11,15,26
model83049.csv,19,6,17,23
model55408.csv,15,8,15,23
model86849.csv,16,8,13,21
model84599.csv,16,7,17,24
model115347.csv,11,7,4,11
model92199.csv,14,8,17,25
model20916.csv,15,8,18,26
model57911.csv,13,6,21,27
model53963.csv,11,6,19,25
model37179.csv,17,6,20,26
model38614.csv,12,8,3,11
model80749.csv,11,6,15,21
model1980.csv,12,7,13,20
model34892.csv,11,6,23,29
model97241.csv,15,9,18,27
model62236.csv,16,6,12,18
model68221.csv,15,6,13,19
model58265.csv,15,6,20,26
model25075.csv,13,9,9,18
model120343.csv,16,6,21,27
model50916.csv,16,6,21,27
model25410.csv,14,9,10,19
model83722.csv,16,6,18,24
model103789.csv,13,6,13,19
model78228.csv,13,8,12,20
model103382.csv,16,8,11,19
model115885.csv,15,8,10,18
model25926.csv,12,6,13,19
model65627.csv,13,7,10,17
model116487.csv,13,6,18,24
model82624.csv,14,6,16,22
model120732.csv,19,6,20,26
model95851.csv,12,6,5,11
model113125.csv,13,6,19,25
model15774.csv,13,6,15,21
model105574.csv,16,6,15,21
model98642.csv,13,7,2,9
model9402.csv,13,7,19,26
model18288.csv,14,9,11,20
model19195.csv,13,6,7,13
model119011.csv,14,7,19,26
model69504.csv,15,8,11,19
model14751.csv,14,7,17,24
model31812.csv,15,10,16,26
model117305.csv,13,7,13,20
model79908.csv,16,9,13,22
model12489.csv,15,6,13,19
model74649.csv,16,7,15,22
model61932.csv,12,8,13,21
model30465.csv,12,6,7,13
model16557.csv,13,7,18,25
model120074.csv,19,8,18,26
model14521.csv,16,7,17,24
model63694.csv,15,7,16,23
model10454.csv,14,8,17,25
model56803.csv,13,7,17,24
model55685.csv,11,7,7,14
model48432.csv,15,6,18,24
model72777.csv,14,9,2,11
model69784.csv,13,7,17,24
model7538.csv,12,7,17,24
model121704.csv,16,8,19,27
model50237.csv,16,6,18,24
model76141.csv,15,8,12,20
model82049.csv,16,6,17,23
model10354.csv,13,7,20,27
model63169.csv,13,6,16,22
model18920.csv,14,7,11,18
model26329.csv,14,6,12,18
model33341.csv,11,6,20,26
model88772.csv,11,6,7,13
model66777.csv,15,8,10,18
model55705.csv,12,6,9,15
model16637.csv,15,7,14,21
model59383.csv,12,7,13,20
model14964.csv,12,6,19,25
model91010.csv,15,7,16,23
model7747.csv,8,6,3,9
model66784.csv,13,6,13,19
model87448.csv,20,9,13,22
model41730.csv,15,7,18,25
model72825.csv,14,7,9,16
model49164.csv,18,7,19,26
model45460.csv,12,6,10,16
model5782.csv,14,7,19,26
model2243.csv,11,6,17,23
model98760.csv,15,8,9,17
model51508.csv,14,10,19,29
model91653.csv,18,7,15,22
model17427.csv,11,7,19,26
model12056.csv,13,7,15,22
model122462.csv,18,7,20,27
model105758.csv,14,9,5,14
model27750.csv,13,10,4,14
model74558.csv,16,8,10,18
model5203.csv,13,8,14,22
model60997.csv,15,7,15,22
model117639.csv,14,8,6,14
model61427.csv,10,6,16,22
model119040.csv,18,11,15,26
model37674.csv,10,6,23,29
model70.csv,11,8,8,16
model116035.csv,14,8,9,17
model88164.csv,16,8,13,21
model39414.csv,9,7,18,25
model115126.csv,19,6,19,25
model64818.csv,12,7,11,18
model124145.csv,14,8,19,27
model52392.csv,14,7,16,23
model34554.csv,14,6,22,28
model85361.csv,13,10,3,13
model65056.csv,14,7,11,18
model34050.csv,12,6,22,28
model22272.csv,13,7,16,23
model114362.csv,19,6,20,26
model99693.csv,13,6,3,9
model49440.csv,15,7,18,25
model83497.csv,16,8,17,25
model64632.csv,14,7,7,14
model93797.csv,14,6,16,22
model64942.csv,13,6,12,18
model109294.csv,12,6,11,17
model59854.csv,13,6,12,18
model63707.csv,14,8,16,24
model62856.csv,14,8,13,21
model20313.csv,13,7,5,12
model26089.csv,13,7,11,18
model6600.csv,13,9,14,23
model28476.csv,13,8,17,25
model78864.csv,14,8,14,22
model97195.csv,14,6,17,23
model119499.csv,17,9,18,27
model46385.csv,15,7,13,20
model17709.csv,12,7,13,20
model112648.csv,17,9,13,22
model28101.csv,13,9,13,22
model94831.csv,14,6,20,26
model49986.csv,16,8,19,27
model63916.csv,17,7,12,19
model54877.csv,12,8,17,25
model75921.csv,16,6,13,19
model16099.csv,13,7,19,26
model74590.csv,13,6,15,21
model19315.csv,14,7,13,20
model54996.csv,13,8,16,24
model119482.csv,14,7,20,27
model10303.csv,14,8,18,26
model31390.csv,15,7,20,27
model116394.csv,14,6,17,23
model50933.csv,15,6,20,26
model6318.csv,15,9,13,22
model57590.csv,12,7,20,27
model122025.csv,18,10,17,27
model42808.csv,11,7,1,8
model86094.csv,14,8,10,18
model84414.csv,13,6,19,25
model3217.csv,13,7,16,23
model82160.csv,16,8,15,23
model50527.csv,11,8,11,19
model13294.csv,15,8,13,21
model122639.csv,17,8,18,26
model18186.csv,14,11,7,18
model8817.csv,11,6,19,25
model98265.csv,15,7,19,26
model50101.csv,17,6,21,27
model75490.csv,13,6,16,22
model12898.csv,12,6,19,25
model74309.csv,13,9,18,27
model122483.csv,18,6,20,26
model14212.csv,13,6,14,20
model14484.csv,14,7,14,21
model33037.csv,15,6,21,27
model24555.csv,16,7,15,22
model77820.csv,14,7,8,15
model121763.csv,16,6,20,26
model54487.csv,17,7,18,25
model109880.csv,17,9,15,24
model37420.csv,15,8,20,28
model9630.csv,13,8,12,20
model1487.csv,12,6,13,19
model49192.csv,19,7,19,26
model104880.csv,12,8,12,20
model37590.csv,15,7,22,29
model66703.csv,17,7,12,19
model9922.csv,14,6,21,27
model44643.csv,15,6,15,21
model12339.csv,12,8,5,13
model35792.csv,14,6,20,26
model80716.csv,11,7,7,14
model108240.csv,14,7,7,14
model101018.csv,15,7,15,22
model49098.csv,14,6,21,27
model94567.csv,15,8,7,15
model37173.csv,17,8,17,25
model98951.csv,14,7,11,18
model97445.csv,15,7,20,27
model116067.csv,12,6,6,12
model17382.csv,13,6,19,25
model63035.csv,14,9,11,20
model11983.csv,15,7,15,22
model15063.csv,14,6,15,21
model23419.csv,16,7,20,27
model4062.csv,13,8,17,25
model1585.csv,10,8,11,19
model71065.csv,16,7,13,20
model23176.csv,14,6,14,20
model43368.csv,12,7,2,9
model75909.csv,16,7,12,19
model4339.csv,13,7,13,20
model5983.csv,11,7,15,22
model32584.csv,16,8,19,27
model58446.csv,14,7,19,26
model3914.csv,12,8,14,22
model41115.csv,17,6,18,24
model76409.csv,13,6,5,11
model70485.csv,14,7,16,23
model91506.csv,14,6,17,23
model95272.csv,16,7,18,25
model3166.csv,14,8,15,23
model53287.csv,14,11,5,16
model69514.csv,14,6,13,19
model106977.csv,17,7,17,24
model91246.csv,16,7,15,22
model14750.csv,14,6,17,23
model97248.csv,13,6,21,27
model70855.csv,15,6,15,21
model42278.csv,14,7,16,23
model38305.csv,13,8,10,18
model84764.csv,14,7,18,25
model123073.csv,15,6,20,26
model46217.csv,17,7,17,24
model79880.csv,14,6,13,19
model23964.csv,14,7,18,25
model51229.csv,14,8,20,28
model56802.csv,13,6,17,23
model73462.csv,16,8,11,19
model69244.csv,14,8,13,21
model40069.csv,13,6,15,21
model56303.csv,17,10,13,23
model93563.csv,19,6,15,21
model54515.csv,16,7,19,26
model86480.csv,18,8,12,20
model65481.csv,13,7,10,17
model68215.csv,17,6,12,18
model55536.csv,15,8,16,24
model113227.csv,15,6,19,25
model17295.csv,14,6,18,24
model104831.csv,12,6,7,13
model14429.csv,14,6,18,24
